COUNT,AricleTile,ACTIONABLE,CATEGORY,IMPACT,EMPIRICAL EVIDENCE,CONFIDENCE,SOUND,PRECISE
875,Recovering Trace Links Between Software Documentation And Code,Use TransArC to recover trace links between SAD and code,Code Standards and Maintainability,Improved traceability- consistency- and maintainability of the software documentation and code,The approach achieved an average F1-score of 0.82 (weighted 0.87)- surpassing the baseline approaches in the evaluation,0.9,YES,YES
876,Recovering Trace Links Between Software Documentation And Code,Integrate heuristics and aggregators within a computational graph to perform model-to-code TLR:,Code Standards and Maintainability,Improved traceability- consistency- and maintainability of the software documentation and code,The approach achieved an average F1-score of 0.98 for SAM and code linkage in the evaluation,0.9,YES,YES
1525,Recovering traceability links between an API and its learning resources,Analyze developer documentation and automatically recommend improvements based on the parsing and linking infrastructure,Code Standards and Maintainability,Enhanced clarity in developer documentation- leading to better understanding of code elements by users,The study demonstrated that this approach could detect whether a code-like term referred to multiple methods or types- indicating potential areas for improvement,0.8,YES,YES
195,Recovering traceability links between an API and its learning resources,Implement a project memory tool to store and index various artifacts (e.g.- bug reports- support messages- source code commits- and documents) and determine relationships between them,Community Collaboration and Engagement,Enhanced developer productivity by providing easy access to related artifacts through queries,Hipikat is a tool that has successfully implemented this approach- demonstrating its feasibility,0.8,YES,YES
1627,Recovering traceability links between an API and its learning resources,Use information retrieval techniques to find pages in a reference manual related to a class in a target system,Community Collaboration and Engagement,Improved accuracy in linking code-like terms to fine-grained code elements,The study found that both probabilistic and vector space models had limited accuracy- but they could still be useful for coarse-grained artifact linking,0.7,YES,YES
1825,Recovering traceability links between an API and its learning resources,Use island grammars or similar techniques to separate code elements from unstructured content in naturallanguage documents,Automated Testing and Quality Assurance,Improved precision and recall in linking code-like terms to fine-grained code elements,The study showed that this approach could link code-like terms to code elements with a high precision (96%) and recall (96%,0.9,YES,YES
217,Recovering variable names for minified code with usage contexts,Consider using IR-based approaches for recovering variable names in minified code,Automated Testing and Quality Assurance,Faster processing times and potentially better performance compared to machine learning (ML) based approaches,JSNEAT- an IR-based approach- outperforms JSNice and JSNaughty- both ML-based methods- in terms of accuracy and processing time,0.9,YES,YES
216,Recovering variable names for minified code with usage contexts,Utilize JSNEAT's context-based approach when recovering variable names in minified code,Automated Testing and Quality Assurance,Improved accuracy in recovering variable names- leading to better code comprehension and maintainability,JSNEAT uses three types of contexts (code block- function call- and task) to match variables in the minified code against a large corpus of open-source JavaScript code- achieving an accuracy of 69.1%,0.9,YES,YES
215,Recovering variable names for minified code with usage contexts,Use JSNEAT to recover variable names in minified JavaScript code,Automated Testing and Quality Assurance,Improved readability and maintainability of minified code- making it easier for developers to understand and work with,JSNEAT outperforms existing state-of-the-art approaches- JSNice and JSNaughty- in terms of accuracy (69.1% vs 3.0% and 26.1%- respectively) and processing time (twice as fast for a file and four times as fast for a variable compared to JSNice; twice as fast for a file and three times as fast for a variable compared to JSNaughty,0.9,YES,YES
1196,Refactoring sequential Java code for concurrency via concurrent libraries,Use ConcurrentHashMap instead of HashMap when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Eliminates data races and ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using ConcurrentHashMap instead of HashMap resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1191,Refactoring sequential Java code for concurrency via concurrent libraries,Use AtomicInteger instead of int when updating shared variables in a multi-threaded environment,CI/CD and DevOps Automation,Eliminates data races and ensures that only one thread can update the variable at a time- improving program reliability and performance,The article provides an example (Figure 4) where using AtomicInteger instead of int resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1192,Refactoring sequential Java code for concurrency via concurrent libraries,Use the compute method when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using compute resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1193,Refactoring sequential Java code for concurrency via concurrent libraries,Use the compute method when updating shared maps in a multi-threaded environment with a specific value,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using compute resolves a data race issue in a multi-threaded environment with a specific value,0.9,YES,YES
1194,Refactoring sequential Java code for concurrency via concurrent libraries,Use the computeIfAbsent method when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using computeIfAbsent resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1195,Refactoring sequential Java code for concurrency via concurrent libraries,Use the computeIfPresent method when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using computeIfPresent resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1197,Refactoring sequential Java code for concurrency via concurrent libraries,Use the putIfAbsent method when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using putIfAbsent resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1198,Refactoring sequential Java code for concurrency via concurrent libraries,Use the replace method when updating shared maps in a multi-threaded environment,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using replace resolves a data race issue in a multi-threaded environment,0.9,YES,YES
1199,Refactoring sequential Java code for concurrency via concurrent libraries,Use the replace method when updating shared maps in a multi-threaded environment with a function,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using replace resolves a data race issue in a multi-threaded environment with a function,0.9,YES,YES
1200,Refactoring sequential Java code for concurrency via concurrent libraries,Use the replace method when updating shared maps in a multi-threaded environment with a specific value,CI/CD and DevOps Automation,Ensures that only one thread can update the map at a time- improving program reliability and performance,The article provides an example (Figure 4) where using replace resolves a data race issue in a multi-threaded environment with a specific value,0.9,YES,YES
1232,Regression test selection across JVM boundaries,Use RTSLinux to reduce regression testing time,Security Best Practices and Legal Compliance,Faster regression testing can lead to quicker feedback on code changes- enabling developers to identify and fix issues more efficiently,The article states that RTSLinux substantially reduces testing time compared to RetestAll,0.7,YES,YES
1231,Regression test selection across JVM boundaries,Use RTSLinux for Java projects in combination with Ekstazi,Security Best Practices and Legal Compliance,Improved safety during regression testing- which can lead to a more stable codebase and fewer issues in open-source software projects,The article states that RTSLinux achieves similar savings for Java projects as Ekstazi (a regression test selection tool for JVM languages) while improving the safety,0.7,YES,YES
1046,Regression test selection across JVM boundaries,Integrate RTSLinux with continuous integration services (CISs) that run Linux based VMs,Automated Testing and Quality Assurance,Reduction in regression testing cost for a number of projects- which can lead to faster development cycles and more sustainable open-source software projects,The article mentions that RTSLinux could easily be integrated with a number of CISs that run Linux based VMs,0.5,YES,NO
363,Regularly review and update logging practices to ensure they remain effective and relevant,Continuous improvement of logging practices- ensuring that they meet the project's evolving needs,Documentation Practices,The study found that logging practices can become outdated or ineffective over time. Regular reviews help projects maintain high-quality logging standards,NONE,0.85,YES,YES
633,Release synchronization in software ecosystems,Release teams should manage the release model- including setting deadlines and coordinating efforts,Documentation Practices,Better coordination of efforts across the ecosystem,NONE,0.8,YES,YES
409,Release synchronization in software ecosystems,Developers should establish communication channels with other projects,Community Collaboration and Engagement,Enhanced collaboration and communication among developers,NONE,0.4,YES,NO
805,Release synchronization in software ecosystems,Developers should establish a network of trusted liaisons with other projects,Community Collaboration and Engagement,Improved compatibility between projects,Qualitative analysis from OpenStack's federated release strategy,0.8,YES,YES
408,Release synchronization in software ecosystems,Developers should consolidate deliverables from multiple projects into one central artifact,Documentation Practices,Increased efficiency in managing deliverables from multiple projects,NONE,0.9,YES,YES
635,Release synchronization in software ecosystems,Release teams should plan and track releases to ensure synchronization across projects,Documentation Practices,More predictable and reliable releases for end-users,NONE,0.9,YES,YES
412,Release synchronization in software ecosystems,Developers should manage dependencies between projects to maintain compatibility,Project Management and Governance,NONE,NONE,0.9,YES,YES
414,Release synchronization in software ecosystems,Developers should participate in federated release strategies to contribute to the ecosystem's overall success,CI/CD and DevOps Automation,NONE,NONE,0.7,YES,YES
634,Release synchronization in software ecosystems,Release teams should perform release engineering tasks- such as testing and integration,Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,YES
411,Release synchronization in software ecosystems,Developers should manage automation processes to ensure smooth releases,CI/CD and DevOps Automation,Smoother release processes with fewer issues,NONE,0.4,YES,YES
1362,Replication package for representation of developer expertise in open source software,Use pre-trained Doc2Vec models to obtain Skill Vectors,Automated Testing and Quality Assurance,Enhanced understanding of developer expertise and project requirements- which can inform hiring decisions- team composition- and project management strategies,The authors provide pre-trained Doc2Vec models that can be used to generate Skill Vectors for individual projects- authors- languages- or APIs. This would enable researchers and practitioners to analyze and compare the skills of developers and projects in a more nuanced manner,0.9,YES,YES
1383,Replication package for representation of developer expertise in open source software,Consider incorporating additional data sources,Code Standards and Maintainability,Improved accuracy and nuance in representing developer expertise- which can lead to better matching of developers with projects and contribute to more sustainable open-source software development,The authors suggest that incorporating additional data sources- such as code review comments or issue tracking data- could further improve the representation of developer expertise in the Skill Space. This would provide a more comprehensive understanding of developers' skills and experiences,0.7,YES,YES
1382,Replication package for representation of developer expertise in open source software,Create a Skill Space using Doc2Vec,Automated Testing and Quality Assurance,Improved understanding of developer expertise- which can help match developers with suitable projects and contribute to more sustainable open-source software development. The authors demonstrate that their proposed approach outperforms other methods for predicting author-project pairs in a held-out test set,The authors suggest creating a Skill Space to represent developer expertise by training a Doc2Vec model on data from open-source projects- including information about authors- projects- languages- and APIs. This would allow for the representation of developers' skills in a vector space,0.9,YES,YES
1544,Representation of Developer Expertise in Open Source Software,Develop tools and interfaces that allow project managers and maintainers to easily access and interpret the representations of developer expertise generated by Doc2Vec models,Automated Testing and Quality Assurance,Easy-to-use tools and interfaces can help project managers and maintainers quickly identify developers with specific skills or experiences- streamlining the process of assigning tasks or roles within a project,The study demonstrates that Doc2Vec models can effectively capture skills and experiences from various data sources. By developing user-friendly tools and interfaces- project managers and maintainers can easily access and interpret these representations,0.85,YES,YES
1542,Representation of Developer Expertise in Open Source Software,Expand the scope of Doc2Vec models to include additional data sources such as blogs- wikis- and forums to capture a more comprehensive view of developer expertise,Automated Testing and Quality Assurance,Incorporating diverse data sources can provide a more holistic understanding of developer expertise- enabling project managers and maintainers to make even more informed decisions when assigning tasks or roles within a project,The study demonstrates that Doc2Vec models can effectively capture skills and experiences from various data sources such as code repositories- issue trackers- and mailing lists. By expanding the scope to include additional data sources- a more comprehensive view of developer expertise can be obtained,0.8,YES,NO
1845,Representation of Developer Expertise in Open Source Software,Integrate Doc2Vec models into open-source platforms to provide a real-time- dynamic representation of developer expertise,CI/CD and DevOps Automation,Real-time skill representations can help project managers and maintainers identify potential areas for collaboration or mentoring among developers- fostering a more collaborative environment and promoting knowledge sharing,The study shows that Doc2Vec models can be trained on historical data to predict developer expertise accurately. By integrating these models into open-source platforms- real-time skill representations can be generated as new data becomes available,0.85,YES,YES
1541,Representation of Developer Expertise in Open Source Software,Regularly update Doc2Vec models to ensure they remain current and accurately reflect changes in developer expertise over time,Automated Testing and Quality Assurance,Regular updates can help maintain the accuracy and relevance of the representations of developer expertise- ensuring project managers and maintainers have access to up-to-date information when making decisions about task assignments or roles within a project,The study demonstrates that Doc2Vec models can be trained on historical data to predict developer expertise accurately. By regularly updating these models with new data- they can remain current and accurately reflect changes in developer expertise over time,0.8,YES,YES
1543,Representation of Developer Expertise in Open Source Software,Create a unified- standardized representation of developer expertise using Doc2Vec models to capture skills and experiences from various data sources,Automated Testing and Quality Assurance,This approach can help project managers and maintainers better understand the skill sets and expertise of their developers- enabling them to make more informed decisions when assigning tasks or roles within a project,The study demonstrates that Doc2Vec models can effectively capture skills and experiences from various data sources such as code repositories- issue trackers- and mailing lists. The results show that the models can predict developer expertise with high accuracy (up to 85%,0.9,YES,YES
1592,Revisiting the impact of classification techniques on the performance of defect prediction models,Experiment with different classification techniques for defect prediction models,Community Collaboration and Engagement,Improved performance of defect prediction models,The study found statistically significant differences in the performance of defect prediction models trained using various classiﬁcation techniques- suggesting that experimenting with different techniques can lead to improvements.,0.9,YES,YES
304,RGSE: a regular property guided symbolic executor for Java,Analyze open-source Java programs using RGSE (Section 5.2).,Code Standards and Maintainability,NONE,NONE,0.8,YES,YES
718,RGSE: a regular property guided symbolic executor for Java,Use RGSE to analyze Java programs with regular properties (Section 5.2),Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,YES
348,Risk assessment in open source system,Consider both technical and strategic aspects of risks in OSS adoption for holistic risk management.,Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,YES
332,Risk assessment in open source systems,Calculate exposure to risks and impacts on organizational assets using statistical and logic-based techniques.,Community Collaboration and Engagement,NONE,NONE,0.8,YES,YES
394,Risk assessment in open source systems,Develop risk indicators based on data from OSS communities and projects.,Community Collaboration and Engagement,NONE,NONE,0.8,YES,YES
460,Risk assessment in open source systems,Establish exposure to risks and their impact on organizational assets using data from risk indicators.,Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,YES
502,Risk assessment in open source systems,Gather and aggregate data from OSS communities and projects to represent the state of the ecosystem.,Community Collaboration and Engagement,NONE,NONE,0.8,YES,YES
511,Risk assessment in open source systems,Identify risk sources- events- and consequences in OSS adoption.,Code Standards and Maintainability,NONE,NONE,0.8,YES,YES
667,Risk assessment in open source systems,Specify organizational assets- risks- and organizational knowledge as models in the RISCOSS platform.,New Contributor Onboarding and Involvement,NONE,NONE,0.8,YES,YES
717,Risk assessment in open source systems,Use qualitative information from domain experts to elicit the context of adoption.,Documentation Practices,NONE,NONE,0.8,YES,YES
755,Risk assessment in open source systems,Utilize the RISCOSS decision-making platform for risk assessment in OSS adoption.,Project Management and Governance,NONE,NONE,0.8,YES,YES
501,RoboFuzz,fuzzing robotic systems over robot operating system (ROS) for finding correctness bugs,Automated Testing and Quality Assurance,NONE,NONE,0.8,YES,NO
1856,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Encourage formal and informal mentoring relationships between experienced developers and newcomers,Community Collaboration and Engagement,Faster onboarding of new contributors- increased retention- and improved collaboration within the community,The study shows that mentoring relationships facilitate role migration and advancement in OSSD projects,0.85,YES,YES
1546,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Encourage collaboration and communication between different layers of contributors in OSSD projects,Community Collaboration and Engagement,Improved knowledge sharing- learning- and problem-solving within the community- leading to higher-quality software development,The study demonstrates that effective collaboration and communication between different layers of contributors are essential for successful role migration and advancement in OSSD projects,0.9,YES,YES
1579,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Document role migration and advancement processes in OSSD projects,Code Standards and Maintainability,Improved understanding of the socio-technical processes- enabling newcomers to understand how they can contribute and grow within the project,The study demonstrates that well-documented role migration and advancement processes help maintain community structure and ensure continuity in leadership,0.9,YES,YES
1813,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Foster a meritocratic culture where contributions are recognized and rewarded,Community Collaboration and Engagement,Increased motivation- engagement- and satisfaction among contributors- leading to higher-quality software development,The study reveals that meritocracy plays a crucial role in OSSD projects' success by ensuring that the most capable individuals lead and contribute,0.95,YES,YES
1848,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Implement formal voting processes for role advancement in OSSD projects- where appropriate,CI/CD and DevOps Automation,Increased transparency and accountability in the promotion process- leading to a more stable community structure,The study shows that formal voting processes can help maintain the health of the project by ensuring continuity in leadership,0.85,YES,YES
1776,Role Migration and Advancement Processes in OSSD Projects: A Comparative Case Study,Establish clear criteria for role migration and advancement in OSSD projects,Project Management and Governance,Increased transparency- fairness- and consistency in the promotion process- leading to a more diverse and inclusive community,The study highlights that clear criteria help maintain the health of the project by ensuring continuity in leadership,0.8,YES,YES
1278,RTj: a Java framework for detecting and refactoring rotten green test cases,Provide recommendations on how to fix potential issues in test cases,Security Best Practices and Legal Compliance,Providing specific- clear steps or instructions for fixing potential issues in test cases can help developers implement tangible and  results. This can lead to more reliable and sustainable codebases,The authors demonstrate that RTj provides recommendations on how to fix potential issues in test cases- leading to improved precision- recall- and F1 score compared with a baseline approach based on code similarity,0.9,YES,YES
1303,RTj: a Java framework for detecting and refactoring rotten green test cases,Use RTj to detect and refactor rotten green test cases,Automated Testing and Quality Assurance,Using RTj can help developers maintain the quality of their software projects by identifying and fixing potential issues in test cases. This can lead to more reliable and sustainable codebases,The authors evaluate RTj using a dataset of 10 open-source projects and compare it with a baseline approach based on code similarity. The results show that RTj outperforms the baseline approach in terms of precision- recall- and F1 score. Additionally- the authors demonstrate that RTj can effectively detect and refactor rotten green test cases in real-world settings,0.95,YES,YES
1279,RTj: a Java framework for detecting and refactoring rotten green test cases,Use static analysis to identify potential issues in test cases,Security Best Practices and Legal Compliance,Using static analysis can help developers detect potential issues in test cases that may not be immediately apparent. This can lead to more reliable and sustainable codebases,The authors demonstrate that RTj- which uses static analysis to identify potential issues in test cases- outperforms a baseline approach based on code similarity,0.9,YES,YES
1012,Rules of Engagement-Why and How Companies Participate in OSS,Companies should foster a healthy- respectful community to attract company participation,Community Collaboration and Engagement,A  community environment can help retain companies and encourage them to contribute more systematically,The article mentions that an abusive community can deter company involvement in OSS projects,0.8,YES,YES
1209,Rules of Engagement-Why and How Companies Participate in OSS,Companies should recognize their role in facilitating collaboration between different parties in the OSS ecosystem,Automated Testing and Quality Assurance,Collaboration can lead to better software- more innovation- and a stronger OSS community,The article provides examples of successful collaborations between companies- individual projects- and contributors,0.8,YES,YES
1204,Rules of Engagement-Why and How Companies Participate in OSS,Companies should understand the benefits of OSS for their business- branding- and the overall OSS ecosystem,Community Collaboration and Engagement,Increased company participation in OSS projects can lead to better software- more innovation- and a stronger OSS community,The article provides examples of companies that have successfully integrated OSS into their business strategies and seen  results,0.9,YES,YES
992,Rules of Engagement-Why and How Companies Participate in OSS,Companies should provide open leadership and governance- allowing everyone to provide input on the governance and directions of the project,Code Standards and Maintainability,Open leadership and governance can help create a level playing field for company contributors- encouraging them to participate more actively,The article highlights the importance of open leadership and governance in attracting and retaining company participation,0.85,YES,YES
973,Rules of Engagement-Why and How Companies Participate in OSS,Companies should prioritize their contributions based on the motivations that are important to them,Documentation Practices,Prioritizing contributions can help companies be more systematic about their OSS presence- ensuring they get the most value out of their involvement,The article highlights different motivations for company participation in OSS and how these motivations can influence contribution patterns,0.85,YES,YES
1118,SAVER: scalable precise and safe memory-error repair,Use Infer to detect memory errors in open-source programs and then use SAVER to fix them,Automated Testing and Quality Assurance,Detecting and fixing memory errors can improve software reliability- security- and maintainability,The article presents a case study where Infer detected memory errors in open-source programs and SAVER was able to safely fix 74% of them,0.9,YES,YES
1129,SAVER: scalable precise and safe memory-error repair,Use SAVER to fix memory errors in open-source programs,Automated Testing and Quality Assurance,Fixing memory errors can improve software reliability- security- and maintainability,The article presents a case study where SAVER was able to safely fix 74% of the memory-leak errors detected by Infer in open-source programs,0.9,YES,YES
1131,SAVER: scalable precise and safe memory-error repair,Use SAVER's repair algorithm to generate patches for memory errors,Automated Testing and Quality Assurance,Generating patches for memory errors can improve software reliability- security- and maintainability,The article presents a case study where SAVER's repair algorithm was able to safely fix 74% of the memory-leak errors detected by Infer in open-source programs,0.8,YES,YES
1128,SAVER: scalable precise and safe memory-error repair,Use object flow graphs (OFGs) to represent the memory access patterns in a program,Automated Testing and Quality Assurance,OFGs can help identify memory errors by providing a precise representation of memory access patterns,The article presents a case study where SAVER used OFGs to safely fix 74% of the memory-leak errors detected by Infer in open-source programs,0.9,YES,YES
1130,SAVER: scalable precise and safe memory-error repair,Use SAVER's patch validation technique to ensure that patches do not introduce new errors,Automated Testing and Quality Assurance,Validating patches can prevent the introduction of new errors and improve software reliability- security- and maintainability,The article presents a case study where SAVER's patch validation technique was able to safely fix 74% of the memory-leak errors detected by Infer in open-source programs without introducing new errors,0.9,YES,YES
1156,Scalable detection of semantic clones,Implement a scalable algorithm for detecting semantic clones in large-scale software projects,Automated Testing and Quality Assurance,Efficient detection of code clones- saving time and resources for developers,The article presents an efficient algorithm based on Program Dependence Graphs (PDGs) that can handle large-scale software projects with millions of lines of code,0.9,YES,YES
1870,Scalable detection of semantic clones,Utilize a PDG-based approach to identify semantic clones in intraprocedural and interprocedural contexts,Documentation Practices,Enhanced detection of both local (intraprocedural) and non-local (interprocedural) code clones- leading to better maintainability and code quality,The study shows that the PDG-based approach can effectively identify semantic clones in various contexts- providing a more comprehensive view of code duplication,0.85,YES,YES
1237,Scalable detection of semantic clones,Explore applications of the technique in software maintenance- reuse- and evolution,CI/CD and DevOps Automation,Enhanced software maintenance- reuse- and evolution practices by leveraging the proposed code clone detection approach,The article suggests potential applications but does not provide empirical evidence to support its impact,0.6,YES,YES
995,Scalable detection of semantic clones,Develop an intraprocedural analysis framework for generating PDGs more quickly and for other languages,Automated Testing and Quality Assurance,Faster generation of PDGs- improving the overall efficiency of the code clone detection process,The article highlights the need for a more efficient intraprocedural analysis framework but does not provide empirical evidence to support its impact,0.65,YES,YES
1564,Scalable detection of semantic clones,Use a combination of syntax and semantics for code clone detection,Code Standards and Maintainability,Improved accuracy in detecting clones- reducing false s and negatives,The study demonstrates that the proposed approach outperforms existing techniques by combining both syntax and semantics- leading to a more accurate identification of clones,0.9,YES,YES
1248,Scalable detection of semantic clones,Apply the proposed technique to other programming languages beyond C and Java,CI/CD and DevOps Automation,Increased applicability of the approach to various programming languages- enabling better clone detection across different software projects,The article suggests that the PDG-based approach can be extended to other programming languages- but further research is needed to validate its effectiveness in those contexts,0.75,YES,YES
1820,Search-based test generation for Android apps,Include motif actions in the search space to improve the effectiveness of multi-objective search algorithms,Automated Testing and Quality Assurance,Improved test coverage and reduced execution time,The study showed that including motif actions improved the performance of both NSGA-II and Random Search,0.9,YES,YES
1821,Search-based test generation for Android apps,Use novelty search-based approaches for Android test generation,Automated Testing and Quality Assurance,Improved test coverage and reduced execution time,The study showed that MIO outperformed other multi-objective techniques in generating Android tests,0.7,YES,YES
1822,Search-based test generation for Android apps,Use multi-objective search algorithms to generate Android tests,Code Standards and Maintainability,Improved test coverage and reduced execution time,The study showed that NSGA-II outperformed other evolutionary algorithms in generating Android tests,0.9,YES,YES
1826,Search-based test generation for Android apps,Use a custom Android test generator to optimize the internal representation of individuals,Automated Testing and Quality Assurance,Improved test coverage and reduced execution time,The study showed that using a custom Android test generator improved the performance of multi-objective search algorithms,0.8,YES,YES
1584,Search-based test generation for Android apps,Develop an accompanying Android Studio plugin to ease the use of the custom Android test generator,New Contributor Onboarding and Involvement,Improved user experience and adoption rate,The study did not provide evidence- but it is a common practice in software development to provide plugins for popular IDEs,0.8,YES,YES
1364,SEbox4DL-a modular software engineering toolbox for deep learning models,Extend SEbox4DL by writing a task runner module following the templates of predefined pipelines for new pipeline implementation,Automated Testing and Quality Assurance,Faster integration of new techniques into SEbox4DL,The authors provided examples and templates to guide users in implementing their custom pipelines,0.9,YES,YES
1293,SEbox4DL-a modular software engineering toolbox for deep learning models,Alter the model structure without partial training through the repair pipeline by setting the epoch parameter to zero,CI/CD and DevOps Automation,Flexibility in modifying models without additional training,The authors demonstrated this feature with an example;,0.6,YES,NO
1289,SEbox4DL-a modular software engineering toolbox for deep learning models,Use SEbox4DL to simplify the procedure of repetitive but non-identical software engineering tasks on DL models,CI/CD and DevOps Automation,Improved efficiency and ease in conducting experiments,The authors demonstrated that SEbox4DL can reproduce published results with a small margin of difference- indicating its ability to perform various tasks on different combinations of models- datasets- and techniques,0.9,YES,YES
1341,Semantics-based code search,Consider extending the current set of transformations- dependencies- and semantics to improve search results and facilitate integration,CI/CD and DevOps Automation,Enhanced functionality and adaptability of the system- addressing a wider range of use cases and requirements,The authors mentioned ongoing efforts to incorporate additional transformations- dependencies- and semantic elements into their system,0.7,YES,YES
1342,Semantics-based code search,Consider extending the current set of transformations- dependencies- and semantics to improve search results and facilitate integration,CI/CD and DevOps Automation,Enhanced functionality and adaptability of the system- addressing a wider range of use cases and requirements,The authors mentioned ongoing efforts to incorporate additional transformations- dependencies- and semantic elements into their system,0.7,YES,YES
1297,Semantics-based code search,Improve the user interface to make it easier for users to specify search criteria and monitor the integration process,CI/CD and DevOps Automation,Enhanced user experience- reducing cognitive load and facilitating faster adoption of the system,The authors discussed ongoing work to enhance the user interface- including features such as interactive test case generation and improved dependency handling,0.7,YES,YES
1298,Semantics-based code search,Improve the user interface to make it easier for users to specify search criteria and monitor the integration process,CI/CD and DevOps Automation,Enhanced user experience- reducing cognitive load and facilitating faster adoption of the system,The authors discussed ongoing work to enhance the user interface- including features such as interactive test case generation and improved dependency handling,0.7,YES,YES
1378,Semantics-based code search,Define a small set of test cases to validate the correctness of the identified code snippets,Community Collaboration and Engagement,Ensuring the functionality and compatibility of the open-source code with your project requirements- reducing integration risks,The authors showed that using only a few test cases was sufficient to identify appropriate code snippets in their experiments,0.9,YES,YES
1379,Semantics-based code search,Define a small set of test cases to validate the correctness of the identified code snippets,Automated Testing and Quality Assurance,Ensuring the functionality and compatibility of the open-source code with your project requirements- reducing integration risks,The authors showed that using only a few test cases was sufficient to identify appropriate code snippets in their experiments,0.9,YES,YES
1290,Semantics-based code search,Use semantic search instead of traditional keyword-based search to find relevant open-source code snippets,CI/CD and DevOps Automation,Improved accuracy and relevance in search results- reducing time spent on manual searching and integration,The authors demonstrated that their approach outperformed traditional keyword-based search methods in terms of precision and recall,0.9,YES,YES
1291,Semantics-based code search,Use semantic search instead of traditional keyword-based search to find relevant open-source code snippets,CI/CD and DevOps Automation,Improved accuracy and relevance in search results- reducing time spent on manual searching and integration,The authors demonstrated that their approach outperformed traditional keyword-based search methods in terms of precision and recall,0.9,YES,YES
1380,Semantics-based code search,Utilize transformation-based approaches to automatically convert and integrate the identified open-source code into your project,Documentation Practices,Streamlined integration process- reducing manual effort and potential errors during the conversion,The authors successfully demonstrated this approach by implementing a system that automatically transforms and integrates open-source code snippets based on user specifications,0.8,YES,YES
1381,Semantics-based code search,Utilize transformation-based approaches to automatically convert and integrate the identified open-source code into your project,Automated Testing and Quality Assurance,Streamlined integration process- reducing manual effort and potential errors during the conversion,The authors successfully demonstrated this approach by implementing a system that automatically transforms and integrates open-source code snippets based on user specifications,0.8,YES,YES
844,Siri Write the Next Method,Developers should consider using a code search engine to find relevant examples of API usage,Documentation Practices,Using a code search engine can save developers time and effort by providing them with ready-made solutions to common problems- and it can help them understand how APIs are used in practice- which can lead to more effective and efficient code,Studies by Sajnani et al. and Thummalapenta and Xie have found that developers who use a code search engine are able to find relevant examples more quickly and easily and write more effective and efficient code than those who do not,0.9,YES,YES
795,Skill Recommendation for New Contributors in Open-Source Software,Use text mining techniques and classiﬁcation to automatically label issues with types (bug/non-bug)- questions- features- or stack overﬂow questions (RQ1,Code Standards and Maintainability,Efficient and accurate categorization of tasks- making it easier for newcomers to ﬁnd relevant issues,Previous studies have shown promising results in predicting co-changes- defects- and software failures using similar approaches,0.85,YES,YES
1091,Skill Recommendation for New Contributors in Open-Source Software,Measure an individual's performance on programming tasks or extract expertise using traces from source code and ITS data to identify skills (RQ2,Automated Testing and Quality Assurance,Enhanced understanding of a newcomer's abilities- enabling better task assignment and fostering sustainable contributions,The article mentions the use of performance metrics and trace analysis in previous studies,0.8,YES,NO
796,Skill Recommendation for New Contributors in Open-Source Software,Use social metrics as predictors for API-domain labels (RQ1,Community Collaboration and Engagement,Enhances prediction accuracy by incorporating communication and network properties into the model,Previous studies have shown promising results using social metrics to predict co-changes- defects- and software failures,0.8,YES,YES
